Publisher;Publisher_Std
VICTORIA;victoria
Jos. C. Hubers Verlag;jos c hubers verlag
BORBARÁT LAP KFT. KIADÓ;borbarat lap kft kiado
The Book Club;the book club
Olasz Kultúrintézet;olasz kulturintezet
Círculo De Lectores;circulo de lectores
Wiener Verlag;wiener verlag
Tordas És Társa Kft.;tordas es tarsa kft
Evangéliumi Magvető;evangeliumi magveto
F.A. Brockhaus;fa brockhaus
Rébusz Egyesület;rebusz egyesulet
RADUGA;raduga
METROPOLITAN BOOKS;metropolitan books
Monarch Books;monarch books
Factum Bt.;factum bt
Winter Fair Kft.;winter fair kft
Pannicvlvs régiségtani egylet;pannicvlvs regisegtani egylet
Bestline;bestline
The Citadel Press;the citadel press
GERJEPART;gerjepart
Farkas Sándor Egylet;farkas sandor egylet
Torino;torino
Biblioteca Universale Rizzoli;biblioteca universale rizzoli
Deutsches Historisches Museum;deutsches historisches museum
Kalligram Kiadó;kalligram kiado
EGGENBERGER-FÉLE KÖNYVKERESKEDÉS;eggenbergerfele konyvkereskedes
Béta PRess Stúdió Kft.;beta press studio kft
Dobó István Vármúzeum;dobo istvan varmuzeum
országos magyar vadászkamara;orszagos magyar vadaszkamara
Turul Szövetség;turul szovetseg
6 Bt.;6 bt
VERBUM;verbum
Droemer;droemer
Éjféli Kiáltás kiadó;ejfeli kialtas kiado
Samuel French;samuel french
No Exit Press;no exit press
Kazinczy F. Társaság;kazinczy f tarsasag
Purnell Books;purnell books
VEB F.A. Brockhaus Verlag;veb fa brockhaus verlag
Tolnai Világlap Kiadóhivatala;tolnai vilaglap kiadohivatala
Országos Műemlékvédelmi Hiv.;orszagos muemlekvedelmi hiv
Ligatura Kiadó;ligatura kiado
Fabbri kiadó;fabbri kiado
Kohó- És Képipari Minisztérium;koho es kepipari miniszterium
ATLANTIC PUBLISHING;atlantic publishing
TSR Productions;tsr productions
Abbeydale Press;abbeydale press
Agrárszakoktatási Intézet;agrarszakoktatasi intezet
Touring Editore;touring editore
TalentumMobile;talentummobile
Magyar Természetgyógyászok Sz.;magyar termeszetgyogyaszok sz
Éditions de Seuil;editions de seuil
Magyar Filozófiai Társaság;magyar filozofiai tarsasag
Leykam-Verlag Graz/Wien;leykamverlag grazwien
Komló;komlo
Edward Arnold & Co.;edward arnold  co
Bács-Kiskun Megyei Önkorm.;bacskiskun megyei onkorm
Moskau;moskau
VEDA;veda
Budapest Székesfőváros Közöns.;budapest szekesfovaros kozons
Chapel Hill;chapel hill
Underground Kiadó;underground kiado
Inédit;inedit
Sidgwick & Jackson;sidgwick  jackson
Építésügyi Dokumentációs Iroda;epitesugyi dokumentacios iroda
Merriam-Webster's;merriamwebsters
FTC Baráti Kör;ftc barati kor
Trident Press;trident press
Peter Owen Limited;peter owen limited
Hurst & Company;hurst  company
Verlag Von J. Bergmann;verlag von j bergmann
Szaktudás;szaktudas
Pravda Könyvkiadó;pravda konyvkiado
Rath Mór;rath mor
GOLDEN BOOK;golden book
LKG Média Kft;lkg media kft
Keresztes Kiadás;keresztes kiadas
Magyar Nők Országos Tanácsa;magyar nok orszagos tanacsa
Lübbe-Bastei;lubbebastei
Nordeco;nordeco
Loewe;loewe
Délmagyarország R.T.;delmagyarorszag rt
Who Is Who Verlag;who is who verlag
Pawlak Verlag;pawlak verlag
Rakéta könyvek;raketa konyvek
Faber & Faber;faber  faber
Lomond Books;lomond books
Fotogold Kiadó;fotogold kiado
New Line Kiadó;new line kiado
MAGYAR NAPLÓ KIADÓ KFT;magyar naplo kiado kft
Fórum Kisebbségkutató Intézet;forum kisebbsegkutato intezet
ifj. Kellner Ernő;ifj kellner erno
Editorial Noguer;editorial noguer
Word Publishing;word publishing
WaterBrook Press;waterbrook press
Matica Slovenská;matica slovenska
HERMIT KIADÓ;hermit kiado
Magyar Munkásmozgalmi Múzeum;magyar munkasmozgalmi muzeum
Pesti Hírlap Kiadó;pesti hirlap kiado
MILAN;milan
EDIZIONI EIO;edizioni eio
Vue Touristique;vue touristique
Dodd;dodd
World Scientific;world scientific
MTV;mtv
Workman Publishing;workman publishing
Erdélyi Műhely Könyvek;erdelyi muhely konyvek
Karácsony S. Neveléstört. Egy.;karacsony s nevelestort egy
Eisler G. Kiadása;eisler g kiadasa
Grafo Kiadó;grafo kiado
Pauz-Westermann Könyvkiadó Kft;pauzwestermann konyvkiado kft
Marana Tha 2000 Alapítvány;marana tha 2000 alapitvany
MÓRA F. KÖNYVKIADÓ - HUNGAROTON;mora f konyvkiado  hungaroton
Nők Lapja Műhely;nok lapja muhely
Magyar Restaurátorok Egyes.;magyar restauratorok egyes
Magyar katolikus írók könyvei;magyar katolikus irok konyvei
J. Gnadenfeld & Co.;j gnadenfeld  co
UNIVERSE;universe
Delta Books;delta books
William Kaufman;william kaufman
Blackie & Son Ltd.;blackie  son ltd
G.P. Putnam's Sons;gp putnams sons
Veszprém Megyei Levéltár;veszprem megyei leveltar
Ferdinand Enke Verlag;ferdinand enke verlag
Thunder's Mouth Press;thunders mouth press
Wydawnictwo Literackie;wydawnictwo literackie
In Forma Kiadó;in forma kiado
Ékezet Kiadó;ekezet kiado
Arno Press;arno press
The Bodley Head;the bodley head
V.I.P. ART KFT.;vip art kft
Szelker Bt.;szelker bt
Révai Digitális Kiadó Kft.;revai digitalis kiado kft
KERÉNYI NYOMDAIPARI KFT.;kerenyi nyomdaipari kft
Mezőtúr Város Önkormányzata;mezotur varos onkormanyzata
Liget;liget
IPM;ipm
Brockhampton Press;brockhampton press
Vízgazdálkodási Tudományos Kutató Központ;vizgazdalkodasi tudomanyos kutato kozpont
Állami Kiadóhivatal;allami kiadohivatal
Colour Library Books;colour library books
Árgus Kiadó;argus kiado
VEB Deuscher Verlag für Musik;veb deuscher verlag fur musik
Appleton-Century-Crofts;appletoncenturycrofts
Lawrence and Wishart;lawrence and wishart
ABC Könyvek Kft.;abc konyvek kft
CORSAIR;corsair
Orac;orac
Windsor Publications;windsor publications
Pannonia Kiadó;pannonia kiado
Verlag J: Neumann-Neudamm;verlag j neumannneudamm
Basil Blackwell;basil blackwell
W.H. Allen & Co.;wh allen  co
Taurus;taurus
C&T PUBLISHING;ct publishing
Kondoros;kondoros
Kalandor Könyvkiadó;kalandor konyvkiado
Essex House Books;essex house books
Chr. Belser Verlag;chr belser verlag
African Universities Press;african universities press
Lélek Kiadó;lelek kiado
Bioszféra Könyvek;bioszfera konyvek
Cassell Publishers Ltd.;cassell publishers ltd
Grolier Enterprises;grolier enterprises
Calmann-Lévy;calmannlevy
Egis;egis
Verlag Für Fremdsprachige Lit.;verlag fur fremdsprachige lit
Gingko Press;gingko press
Virago Press;virago press
Shepherd&Derom Galleries;shepherdderom galleries
Martineum R.T.;martineum rt
Brooklands Books;brooklands books
WILLIAM MORROW COMPANY;william morrow company
Polirom;polirom
The Bobbs-Merrill Company;the bobbsmerrill company
ST. MARTIN;st martin
The Free Press;the free press
DK PUBLISHING;dk publishing
Pátria;patria
Lux Primo Kft.;lux primo kft
Hortobágyi Nemzeti Park;hortobagyi nemzeti park
TimeWarner Paperbacks;timewarner paperbacks
Galaktika Baráti Kör KKlub;galaktika barati kor kklub
Pannon Tükör;pannon tukor
Arany Rózsakereszt Közössége;arany rozsakereszt kozossege
Művelődés;muvelodes
Horst Erdmann Verlag;horst erdmann verlag
Battonyai Községi Tanács V.B.;battonyai kozsegi tanacs vb
Unwin Paperbacks;unwin paperbacks
Patmos Verlag;patmos verlag
Kunszentmárton;kunszentmarton
Morus-Verlag;morusverlag
Szó Kiadó;szo kiado
The Hogarth Press;the hogarth press
Jász-Nagykun-Szolnok Megyei Múzeumok Igazgatósága;jasznagykunszolnok megyei muzeumok igazgatosaga
Georg Westermann Verlag;georg westermann verlag
ELTE Állam- és Jogtudomány Kar;elte allam es jogtudomany kar
Zánka;zanka
Pannon Cart Kft.;pannon cart kft
Nakladatelstvo Pravda;nakladatelstvo pravda
New York University Press;new york university press
Harry N. Abrams;harry n abrams
Artemis Kiadó;artemis kiado
Temerin;temerin
Playboy;playboy
Kluwer Academic Publishers;kluwer academic publishers
Corvina Press;corvina press
Gabo Kft.;gabo kft
Phoenix Könyvkiadó;phoenix konyvkiado
T-Art Alapítvány;tart alapitvany
FERENCVÁROSI TORNA CLUB;ferencvarosi torna club
RODALE;rodale
Simüfo Műszaki Fordítóiroda;simufo muszaki forditoiroda
Windrush Press;windrush press
FPK;fpk
Atlantic Monthly Press;atlantic monthly press
Neumayer Ede;neumayer ede
Textilipar;textilipar
Pegazus Kiadás;pegazus kiadas
LSI;lsi
Pegazus Könyvkiadó;pegazus konyvkiado
Wiener Philharmonischer Verlag;wiener philharmonischer verlag
A. Ziemsen Verlag;a ziemsen verlag
Minerva Irodalmi És Nyomdai RT;minerva irodalmi es nyomdai rt
Napkút Kiadó Kft.;napkut kiado kft
Kortárs Folyóirat;kortars folyoirat
Sijthoff Leyden;sijthoff leyden
Butterworths;butterworths
Vydavatel'stvo Osveta;vydavatelstvo osveta
Harmony Books;harmony books
Cluj-Kolozsvár;clujkolozsvar
Polifon Kiadó;polifon kiado
The Vanguard Press;the vanguard press
Korona Nova Kiadó;korona nova kiado
Heves;heves
G & B NYOMDAI SZOLGÁLTATÓ KFT.;g  b nyomdai szolgaltato kft
Dumont;dumont
Kulcslyuk Kiadó;kulcslyuk kiado
Cassell & Co.;cassell  co
Könyvkuckó;konyvkucko
Deutsch Zsigmond És Társa;deutsch zsigmond es tarsa
Lectorium Rosicrucianum;lectorium rosicrucianum
LYRA KIADÓ;lyra kiado
Carlton Books Limited;carlton books limited
Publio;publio
Albert & Charles Boni;albert  charles boni
Békéscsabai Városi Tanács;bekescsabai varosi tanacs
Szerző Tulajdona;szerzo tulajdona
Nemzeti Parasztpárt;nemzeti parasztpart
MTA Könyvtár;mta konyvtar
Entz Géza Művelődéstörténeti Alapítvány;entz geza muvelodestorteneti alapitvany
University of Illinois Press;university of illinois press
Phaidon Press Ltd.;phaidon press ltd
Erdélyi Reform. Egyházkerület;erdelyi reform egyhazkerulet
Sopexa;sopexa
The John Hopkins Press;the john hopkins press
Boston University Press;boston university press
Múzeumi füzetek Szekszárd;muzeumi fuzetek szekszard
ÁBRA KKT.;abra kkt
Bibliothéque Marabout;bibliotheque marabout
Székesfővárosi házinyomda;szekesfovarosi hazinyomda
Terc Kiadó;terc kiado
DISTANCE;distance
Hermann Seemann Nachfolger;hermann seemann nachfolger
PENINSULA;peninsula
Ariel;ariel
Stief Jenő És Társa;stief jeno es tarsa
Ojság kiadása;ojsag kiadasa
Bern;bern
Labora Szociális Szolgált. Bt.;labora szocialis szolgalt bt
SZIGNATÚRA;szignatura
Szó-Kép Kiadó Kft.;szokep kiado kft
Kinizsi Nyomda;kinizsi nyomda
Mezőkövesd;mezokovesd
Wroclaw;wroclaw
Debrecen University Press;debrecen university press
Vigadó Galéria;vigado galeria
Eszterházy Károly Tképző Főis.;eszterhazy karoly tkepzo fois
Líceum Kiadó;liceum kiado
Rigby Limited;rigby limited
Crossroad;crossroad
Tor Books;tor books
Bastei-Lübbe;basteilubbe
Pannónia Kiadó;pannonia kiado
NORTH LIGHT;north light
New Zealand;new zealand
Újhold Kiadó;ujhold kiado
Euromédia Press Kft.;euromedia press kft
Bokförlaget Bra Böcker;bokforlaget bra bocker
Newton Compton Editori;newton compton editori
Osterlamm Károly;osterlamm karoly
Selbstverlag;selbstverlag
Verlag Das Neue Berlin;verlag das neue berlin
Europa;europa
MTA Állam- és Jogtud.Intézet;mta allam es jogtudintezet
Tudósítások Kiadó;tudositasok kiado
Verso;verso
Verlag Philipp Reclam;verlag philipp reclam
Garzanti Editore;garzanti editore
Deutscher Bücherbund;deutscher bucherbund
Libraire de firmin-didot;libraire de firmindidot
THE GUILFORD PRESS;the guilford press
Akó Kiadó;ako kiado
Paladin;paladin
Daw Books;daw books
Jelenkor;jelenkor
The Dial Press;the dial press
Good Life Media Group Kft;good life media group kft
Lorenz Books;lorenz books
Walhalla Páholy;walhalla paholy
Aranyhíd Kiadó;aranyhid kiado
ILV Ságvári Endre Könyvszerk.;ilv sagvari endre konyvszerk
Novofer Alapítvány;novofer alapitvany
Inter Nationes;inter nationes
Histori Litteraria Alapítvány-Ráció;histori litteraria alapitvanyracio
GARDEN ART PRESS;garden art press
A. Weichert;a weichert
Gazdasági Versenyhivatal;gazdasagi versenyhivatal
MERÉNYI KIADÓ;merenyi kiado
Wosinsky Mór Megyei Múzeum;wosinsky mor megyei muzeum
Nimród Kiadó;nimrod kiado
Stadion Magánvállakozás;stadion maganvallakozas
Új Géniusz Kiadó;uj geniusz kiado
Robert Laffont;robert laffont
Koszoru Könyvkiadó Vállalat;koszoru konyvkiado vallalat
HVG ORAC LAP ÉS KÖNYVKIADÓ KFT;hvg orac lap es konyvkiado kft
Verlegt bei Kaiser;verlegt bei kaiser
PÁZMÁNY PÉTER KATOLIKUS EGYETE;pazmany peter katolikus egyete
Polyglott-Verlag München;polyglottverlag munchen
ELTE Germanisztikai Intézet;elte germanisztikai intezet
GL-4 Kft.;gl4 kft
Európai Könyvtársaság;europai konyvtarsasag
Checkmark Books;checkmark books
Román Munkáspárt;roman munkaspart
PHILOMEL;philomel
Ikva Kiadó;ikva kiado
Vas Megyei Idegenforg. Hivatal;vas megyei idegenforg hivatal
RUBICON-HÁZ KFT;rubiconhaz kft
Oxford University Press-Corvin;oxford university presscorvin
Pharma Press Kiadó;pharma press kiado
Állami Tudományos Könyvkiadó;allami tudomanyos konyvkiado
ReganBooks;reganbooks
Holle Verlag;holle verlag
Verlag Für Geschichte Und Pol.;verlag fur geschichte und pol
Wydawnictwo Budownicto A.;wydawnictwo budownicto a
Verlag Eugen Ulmer;verlag eugen ulmer
Hungexpo;hungexpo
Phoenix House;phoenix house
Robert Hale Limited;robert hale limited
Shirokuma Kiadó;shirokuma kiado
Minerva R.-T. Kolozsvár;minerva rt kolozsvar
MEDITION KFT.;medition kft
Denoel/Gonthier;denoelgonthier
Ekren Kft.;ekren kft
Europrint Könykiadó;europrint konykiado
Raabe Tanácsadó és Kiadó Kft.;raabe tanacsado es kiado kft
GOLDEN BOOKS;golden books
Várhegy Kiadó;varhegy kiado
Expomedia;expomedia
Verlag Von Ferdinand Enke;verlag von ferdinand enke
San Paolo;san paolo
Jó Hír Iratmisszió Alapítvány;jo hir iratmisszio alapitvany
Kódexfestő;kodexfesto
Europa-Verlag;europaverlag
PRINCETON;princeton
Brown Watson;brown watson
Magyar Turista Élet;magyar turista elet
Grandi Tascabili Economici;grandi tascabili economici
Papermac;papermac
Vision;vision
Atom Books;atom books
Clays Ltd.;clays ltd
Szépmesterségek Alapítvány;szepmestersegek alapitvany
Pitman & Sons Ltd.;pitman  sons ltd
DUNA KÖNYVKIADÓ;duna konyvkiado
Pécsi Városi Könyvtár;pecsi varosi konyvtar
Katalizátor Könyvkiadó Kft.;katalizator konyvkiado kft
Frouse Books;frouse books
KidKiddos Books;kidkiddos books
KNW Kiadó;knw kiado
Efficenter Kft.;efficenter kft
HELMA Kiadó;helma kiado
FairBooks Kiadó;fairbooks kiado
AD-Translate;adtranslate
Ladylit Publishing;ladylit publishing
AMTAK Bt;amtak bt
Wolters Kluwer Hungary Kft.;wolters kluwer hungary kft
Aegis Kultúráért és Művészetért Alapítvány;aegis kulturaert es muveszetert alapitvany
MeseRóka Kiadó;meseroka kiado
Harmat Hangoskönyvek;harmat hangoskonyvek
Kompolt;kompolt
Magyar Festők Társasága;magyar festok tarsasaga
Aksjomat Kiadó;aksjomat kiado
Nyitrai És Társa Könyvkeresk.;nyitrai es tarsa konyvkeresk
könyvmolyképző;konyvmolykepzo
Komárom Megyei Múzeumok;komarom megyei muzeumok
Szépmíves Céh;szepmives ceh
Casterman;casterman
Moscow;moscow
Gotham Books;gotham books
Agave;agave
Express Ifjúsági És Diák Ut.Ir;express ifjusagi es diak utir
Springer Hungarica Kiadó Kft.;springer hungarica kiado kft
Cluj-Napoca;clujnapoca
Edition Innsalz;edition innsalz
R. Brockhaus Verlag;r brockhaus verlag
Pattloch Verlag;pattloch verlag
Ico Rt.;ico rt
Harperpaperbacks;harperpaperbacks
Anchor Books;anchor books
Mondadori Electa;mondadori electa
Cigány Tudományos és Muvészeti Társ;cigany tudomanyos es muveszeti tars
Officina Nyomdaipari Kft.;officina nyomdaipari kft
Délmagyarország Hírlapváll.;delmagyarorszag hirlapvall
Magyar Népi Építészeti Archív.;magyar nepi epiteszeti archiv
Környezetvédelmi És Ter.Fejl.;kornyezetvedelmi es terfejl
Phoenix ETL;phoenix etl
Természetesen Alapítvány;termeszetesen alapitvany
Mátészalka;mateszalka
Bantam Press;bantam press
Mladá Fronta;mlada fronta
RANDOM HOUSE CHILDREN'S BOOK;random house childrens book
Térképvilág Kft.;terkepvilag kft
Nimród Vadászujság;nimrod vadaszujsag
Club Degli Editori;club degli editori
Giovanni de Vecchi Editore;giovanni de vecchi editore
Superpocket;superpocket
Euroclub;euroclub
Könyv- És Lapkiadó R.T.;konyv es lapkiado rt
Grafika-Typopress;grafikatypopress
Brassó;brasso
MARQUARD MÉDIA MAGYARORSZÁG KFT;marquard media magyarorszag kft
Time Life Books;time life books
Il Saggiatore;il saggiatore
Hirmer Verlag;hirmer verlag
Mediant Kiadó;mediant kiado
Oxford at the Clarendon Press;oxford at the clarendon press
Tudományos Könyvkiadóvállalat;tudomanyos konyvkiadovallalat
Műszaki Könyvkiadó Intézet;muszaki konyvkiado intezet
Grimm Gusztáv;grimm gusztav
Heisler J. Könyvnyomdája;heisler j konyvnyomdaja
Fővárosi Könyvkiadó Kft.;fovarosi konyvkiado kft
Fenn Publishing Company Ltd.;fenn publishing company ltd
Felsőoktatási Koordin. Iroda;felsooktatasi koordin iroda
Schwaneberger Verlag GMBH;schwaneberger verlag gmbh
AmfipressZ;amfipressz
Tihany;tihany
Demos;demos
Liget Kiadó;liget kiado
Tihanyi Bencés Apátság;tihanyi bences apatsag
Mentor;mentor
Dial Books;dial books
PALATIA NYOMDA ÉS KIADÓ KFT;palatia nyomda es kiado kft
Editorial Arguval;editorial arguval
XERAIS;xerais
Agon Bt.;agon bt
Dausien;dausien
Glória Könyvkiadó;gloria konyvkiado
Trieste;trieste
Bizományi Áruház Váll.;bizomanyi aruhaz vall
Alfa Kiadó Kft.;alfa kiado kft
Győr Megyei Város Polg. Hiv.;gyor megyei varos polg hiv
Peerage Books;peerage books
Csorna;csorna
Collins Harvill;collins harvill
The Reader's Digest Associatio;the readers digest associatio
ACT;act
Státni Pedagogické Nakladatel.;statni pedagogicke nakladatel
Andre Deutsch;andre deutsch
McClelland and Stewart Limited;mcclelland and stewart limited
Pinguin-Verlag;pinguinverlag
Journal-Verlag Schwend Gmbh;journalverlag schwend gmbh
Encyclopaedia Britannica;encyclopaedia britannica
Verlegt Bei Schuster & Loeffle;verlegt bei schuster  loeffle
Szamárfül Kiadó;szamarful kiado
Vénusz Könyvek;venusz konyvek
Palimpszeszt Kulturális Alap.;palimpszeszt kulturalis alap
Romantika Kiadó;romantika kiado
Ipari Informatikai Központ;ipari informatikai kozpont
Meridian Books;meridian books
HUNTER HOUSE PUBLISHERS;hunter house publishers
Caminho;caminho
Petit Print Kft.;petit print kft
Pantheon-kiadás;pantheonkiadas
Zen-On Music;zenon music
Várad Kulturális Folyóirat;varad kulturalis folyoirat
Hírhozó Kft.;hirhozo kft
Anno-Szalay;annoszalay
Schrader Verlag;schrader verlag
ALADDIN;aladdin
bonyhád;bonyhad
S. Hirzel Verlag;s hirzel verlag
VSP Nyomda Kft.;vsp nyomda kft
Parkland Verlag;parkland verlag
Radiant Könyvkiadó;radiant konyvkiado
Csendőrségi lapok;csendorsegi lapok
Polgár Galéria És Aukciósház;polgar galeria es aukcioshaz
Nasza Ksiegarnia;nasza ksiegarnia
Magyar Egyháztörténeti Encikl. Munk;magyar egyhaztorteneti encikl munk
MIKSZÁTH KIADÓ KFT.;mikszath kiado kft
Cseh-és Morvaországi M. Szöv.;csehes morvaorszagi m szov
Knorr & Hirth Gmbh;knorr  hirth gmbh
Holloway House Publishing Co.;holloway house publishing co
Szakszervezetek Országos Tanácsa;szakszervezetek orszagos tanacsa
Indok;indok
Stencil Kult. Alapítvány;stencil kult alapitvany
Librairie de France;librairie de france
Országgyűlés Hivatala;orszaggyules hivatala
Kommissionverlag;kommissionverlag
Alternatal;alternatal
Lyle Stuart;lyle stuart
PAC Éditions;pac editions
Omnibus Press;omnibus press
EDITIONS;editions
Kiepenheuer Verlag;kiepenheuer verlag
GYÖNGY-HÁZ KIADÓ;gyongyhaz kiado
Turul;turul
Budapest Történeti Múzeum;budapest torteneti muzeum
Bács-Kiskun megyei Levéltár;bacskiskun megyei leveltar
TIMELIFE BOOKS;timelife books
